Ticker,Company,Market Cap,Overall Rating,Sector,Industry,Country,Valuation Grade,Profitability Grade,Growth Grade,Performance Grade,Fwd P/E,PEG,P/S,P/B,P/C,P/FCF,Dividend,Payout Ratio,EPS this Y,EPS next Y,EPS past 5Y,EPS next 5Y,Sales past 5Y,EPS Q/Q,Sales Q/Q,Insider Own,Insider Trans,Inst Own,Inst Trans,Short Ratio,ROA,ROE,ROI,Curr R,Quick R,LTDebt/Eq,Debt/Eq,Gross M,Oper M,Profit M,Perf Month,Perf Quart,Perf Half,Perf Year,Perf YTD,Volatility M,SMA20,SMA50,SMA200,52W High,52W Low,RSI,Earnings,Price,Target Price,Percent Diff
HHRS,Hammerhead Energy Inc. Class A,1.08B,49.97,Energy,Oil & Gas E&P,Canada,A,D+,D,D+,-,-,1.57,0.86,-,-,-,0.00%,-,-,-,-,-,43.30%,87.70%,-,-,34.23%,10.09%,-,6.30%,7.10%,-,0.00,0.00,0.00,0.01,-,-,-,-18.83%,-17.68%,-16.06%,-15.04%,-18.16%,24.46%,-17.85%,-18.65%,-16.96%,-78.73%,3.34%,40.46,-,8.36,-,
HHRSW,Hammerhead Energy Inc. Warrant,-,64.6,Energy,Oil & Gas E&P,Canada,A+,D,D,A-,-,-,-,0.07,-,-,-,-,-,-,-,-,-,-,87.70%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.15%,91.53%,379.83%,44.83%,101.79%,16.55%,37.75%,62.23%,138.56%,-4.24%,939.39%,67.84,-,1.13,-,
HHS,"Harte Hanks, Inc.",73.16M,72.23,Communication Services,Advertising Agencies,USA,A,B-,C+,C,6.39,-,0.36,-,10.60,3.64,-,0.00%,617.00%,-11.54%,16.20%,-,-13.60%,57.30%,8.70%,9.10%,0.39%,46.00%,18.13%,0.35,12.80%,-75.10%,-84.70%,1.80,-,-,-,17.90%,7.20%,7.00%,-7.71%,-4.46%,-28.09%,42.92%,-11.98%,4.99%,-5.46%,-11.94%,-12.50%,-42.45%,46.58%,38.90,Mar 07/a,10.29,22.00,113.79980563654036
HI,"Hillenbrand, Inc.",3.29B,58.09,Industrials,Specialty Industrial Machinery,USA,B-,C+,C,C,12.01,1.54,1.15,2.84,16.99,157.63,1.85%,30.10%,-12.70%,15.37%,8.00%,12.00%,13.10%,22.30%,15.90%,0.50%,-6.50%,88.00%,-3.95%,2.90,4.90%,17.80%,12.00%,1.40,0.90,1.63,1.63,32.40%,11.60%,7.20%,-2.78%,-7.59%,26.07%,3.17%,11.51%,3.42%,0.74%,4.15%,9.20%,-11.13%,31.58%,52.41,Feb 08/a,47.58,67.00,40.81546868432115
HIBB,"Hibbett, Inc.",895.79M,70.31,Consumer Cyclical,Apparel Retail,USA,B+,B-,C+,C+,6.37,3.32,0.55,2.61,35.69,-,1.46%,9.40%,121.80%,5.45%,32.70%,2.60%,11.70%,15.10%,13.50%,0.10%,-30.03%,-,-7.80%,5.47,12.80%,34.00%,59.40%,1.30,0.20,0.00,0.16,35.20%,8.60%,6.50%,-3.14%,6.59%,17.31%,63.47%,0.54%,3.95%,-2.13%,-0.69%,16.95%,-9.01%,73.29%,46.84,Mar 03/b,68.59,79.57,16.008164455459966
HIBL,Direxion Daily S&P 500 High Beta Bull 3X Shares,-,65.66,Financial,Exchange Traded Fund,USA,A+,D+,D+,B,-,-,-,-,-,-,0.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-12.95%,15.14%,17.35%,-27.48%,41.92%,5.83%,-6.03%,3.14%,10.84%,-50.92%,93.91%,47.77,-,33.62,-,
HIBS,Direxion Daily S&P 500 High Beta Bear 3X Shares,-,60.88,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,0.23%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10.83%,-26.00%,-47.77%,-57.28%,-36.96%,5.93%,4.19%,-11.94%,-41.46%,-67.12%,26.25%,48.40,-,4.81,-,
HIE,Miller/Howard High Income Equity Fund,197.93M,58.84,Financial,Closed-End Fund - Equity,USA,A+,D+,D+,C,-,-,-,-,-,-,5.78%,-,-,-,-,-,-,-,-,-,-,58.56%,-,0.23,-,-,-,-,-,-,-,-,-,-,-3.29%,-0.47%,7.84%,0.00%,1.34%,2.01%,-2.58%,-1.80%,3.65%,-7.59%,20.62%,43.15,-,10.59,-,
HIFS,Hingham Institution for Savings,582.96M,62.56,Financial,Banks - Regional,USA,A-,B-,C,D+,-,-,4.19,1.56,11.34,-,0.92%,10.50%,30.40%,-,20.90%,-,11.40%,-25.00%,31.90%,2.20%,-,39.40%,-0.47%,5.07,1.20%,12.50%,17.90%,-,-,0.00,0.00,-,75.90%,32.90%,-8.52%,-3.21%,-3.78%,-22.80%,-0.82%,2.24%,-5.16%,-4.45%,-3.17%,-22.81%,12.90%,35.98,Jan 19/a,273.69,-,
HIG,"The Hartford Financial Services Group, Inc.",23.01B,60.2,Financial,Insurance - Diversified,USA,B+,C-,C,C+,7.64,1.06,1.03,1.76,100.49,6.92,2.31%,28.60%,-17.80%,13.74%,26.30%,12.72%,5.40%,-13.80%,3.40%,0.20%,-42.00%,93.60%,-1.61%,1.78,2.50%,13.00%,11.50%,-,-,0.33,0.00,-,11.00%,8.00%,-2.10%,-1.37%,13.32%,12.66%,-2.86%,1.76%,-4.77%,-3.89%,4.82%,-7.28%,22.43%,33.86,Feb 02/a,73.66,87.75,19.128427912028243
HIGH,Simplify Exchange Traded Funds,-,63.36,Financial,Exchange Traded Fund,USA,A+,D+,D+,B-,-,-,-,-,-,-,7.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.15%,1.17%,-,-,0.70%,0.45%,0.03%,0.17%,0.33%,-7.30%,2.80%,51.54,-,25.19,-,
HIHO,Highway Holdings Limited,8.62M,56.73,Industrials,Metal Fabrication,Hong Kong,A,C-,C,D,-,-,0.74,0.93,1.37,-,11.68%,173.30%,191.90%,-,-5.30%,-,-8.80%,-77.90%,-13.30%,39.88%,0.00%,5.30%,-36.54%,0.68,3.30%,4.90%,5.00%,3.60,3.20,0.00,0.00,32.60%,4.60%,4.10%,-8.94%,-10.08%,-8.55%,-28.43%,1.84%,3.64%,-2.71%,-5.25%,-2.51%,-36.50%,25.15%,45.32,Feb 15/b,2.14,-,
HII,"Huntington Ingalls Industries, Inc.",8.43B,56.79,Industrials,Aerospace & Defense,USA,B,C,C,C-,12.71,1.33,0.79,2.44,18.04,29.06,2.34%,33.10%,7.00%,17.83%,6.70%,11.05%,7.50%,3.00%,5.00%,0.10%,-17.71%,89.20%,-1.65%,2.07,5.40%,18.80%,6.60%,0.90,0.90,0.72,0.83,13.50%,5.30%,5.40%,-4.35%,-9.96%,-7.30%,-2.92%,-7.95%,2.25%,-3.16%,-4.22%,-5.58%,-18.33%,11.90%,38.85,Feb 09/b,212.35,250.40,17.91853072757241
HILS,"Hillstream BioPharma, Inc.",12.30M,75.14,Healthcare,Biotechnology,USA,A,C-,C+,B+,-,-,-,1.97,1.62,-,-,-,17.50%,63.00%,-,-,-,-142.80%,-,25.50%,0.00%,6.30%,-3.64%,0.25,-57.50%,-78.00%,-,10.90,10.90,0.00,0.00,-,-,-,5.17%,179.18%,31.98%,-32.97%,212.98%,17.99%,-10.92%,39.16%,46.13%,-56.12%,302.64%,51.95,-,1.22,5.00,309.8360655737705
HIMS,"Hims & Hers Health, Inc.",2.06B,78.06,Consumer Defensive,Household & Personal Products,USA,B+,C,B,A-,-,-,4.63,6.54,11.45,-,-,-,44.30%,56.50%,-,-,-,65.80%,97.40%,0.80%,-65.55%,58.20%,4.67%,7.59,-17.40%,-20.70%,-22.00%,4.50,4.10,0.00,0.00,76.20%,-15.50%,-14.80%,26.02%,47.24%,65.22%,128.18%,54.13%,5.94%,1.18%,20.74%,60.17%,-17.95%,263.24%,55.34,Feb 27/a,9.88,11.95,20.951417004048565
HIMX,"Himax Technologies, Inc.",1.38B,76.63,Technology,Semiconductors,Taiwan,A,B+,C-,B,10.65,-,1.15,1.55,6.00,-,15.86%,0.00%,-45.70%,48.00%,53.20%,-,11.90%,-70.40%,-42.00%,12.30%,0.00%,17.60%,-8.16%,8.50,13.60%,26.60%,16.50%,1.90,1.40,0.05,0.47,40.50%,21.40%,19.70%,-3.08%,10.99%,37.28%,-26.15%,26.89%,3.73%,0.36%,4.43%,11.59%,-36.25%,63.83%,52.82,Feb 09/b,7.88,7.91,0.38071065989848035
HIO,Western Asset High Income Opportunity Fund Inc.,382.30M,53.82,Financial,Closed-End Fund - Debt,USA,B+,D+,D+,C,-,-,10.81,0.95,-,-,8.96%,-,-,-,-,-,-,-,1.10%,-,-,44.58%,-,0.04,-,-,-,-,-,-,-,-,-,-,-1.95%,1.01%,2.03%,-11.06%,1.77%,1.43%,0.06%,0.35%,1.09%,-14.38%,11.67%,49.72,-,4.02,-,
HIPO,Hippo Holdings Inc.,331.17M,69.32,Financial,Insurance - Specialty,USA,A,C,B-,C,-,-,2.85,0.51,0.96,-,-,-,-442.80%,42.80%,-,-,-,-183.30%,44.10%,2.10%,0.00%,72.90%,39.92%,11.71,-20.10%,-43.40%,-19.70%,-,-,0.00,0.00,-,-,-,-22.17%,2.74%,-39.12%,-65.87%,4.78%,6.99%,-16.92%,-13.13%,-27.59%,-74.55%,26.11%,35.62,Mar 02/a,14.25,40.75,185.96491228070175
HIPS,GraniteShares HIPS US High Income ETF,-,56.79,Financial,Exchange Traded Fund,USA,A+,D+,D+,C-,-,-,-,-,-,-,10.32%,-,-,-,-,-,-,-,-,-,-,-,-,0.64,-,-,-,-,-,-,-,-,-,-,-2.96%,-0.90%,-2.80%,-12.17%,4.24%,1.31%,-1.77%,-1.28%,-1.23%,-15.09%,10.12%,40.08,-,12.50,-,
HISF,First Trust High Income Strategic Focus ETF,-,59.58,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,3.81%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.22%,-0.87%,-2.50%,-9.40%,-0.17%,0.23%,-0.99%,-1.45%,-1.85%,-9.37%,2.12%,33.24,-,43.97,-,
HITI,High Tide Inc.,118.06M,62.99,Healthcare,Pharmaceutical Retailers,Canada,A,C,B-,D,-,-,0.33,0.56,4.67,-,-,-,-35.80%,69.60%,-,-,104.40%,-730.00%,100.70%,9.44%,0.00%,7.68%,-,7.30,-24.40%,-40.50%,-30.70%,1.10,0.70,0.28,0.45,28.30%,-20.50%,-20.10%,-20.38%,-29.38%,-9.42%,-67.78%,-18.83%,5.51%,-10.81%,-15.63%,-24.21%,-75.49%,-2.34%,31.13,Mar 17/a,1.25,-,
HIVE,HIVE Blockchain Technologies Ltd.,306.25M,73.22,Financial,Capital Markets,Canada,A,C,B-,B-,-,-,1.61,1.15,4.24,-,-,-,185.00%,94.00%,39.70%,-,-,-275.20%,-79.00%,7.71%,0.00%,16.25%,-,3.65,-102.50%,-124.70%,16.20%,2.90,2.90,0.19,0.26,-92.20%,-,-,-25.91%,30.39%,-37.56%,-67.76%,84.72%,8.17%,-12.15%,-5.27%,-22.55%,-77.26%,95.59%,42.00,-,2.66,-,
HIW,"Highwoods Properties, Inc.",2.75B,51.52,Real Estate,REIT - Office,USA,B-,C+,D+,D+,28.18,2.20,3.32,1.13,128.67,16.47,7.63%,134.30%,-50.00%,0.54%,-3.00%,8.00%,3.40%,-78.10%,4.20%,0.40%,1.82%,99.20%,-1.81%,2.76,2.70%,6.40%,3.60%,-,-,1.31,1.31,68.70%,24.40%,18.90%,-12.60%,-7.35%,-12.60%,-40.21%,-6.33%,2.40%,-6.92%,-8.67%,-14.72%,-44.25%,6.94%,33.03,Feb 07/a,26.21,31.30,19.420068676077832
HIX,Western Asset High Income Fund II Inc.,339.90M,54.19,Financial,Closed-End Fund - Debt,USA,B+,D+,D+,C-,-,-,8.42,1.07,-,-,11.24%,-,-,-,-,-,-,-,9.40%,-,-,17.53%,-,1.62,-,-,-,-,-,-,-,-,-,-,-6.61%,1.75%,-0.76%,-15.92%,8.06%,1.39%,-3.57%,-2.83%,1.49%,-16.19%,26.33%,35.71,-,5.23,-,
HJEN,Direxion Hydrogen ETF,-,56.17,Financial,Exchange Traded Fund,USA,A+,D+,D+,D+,-,-,-,-,-,-,1.62%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.20%,2.11%,-4.26%,-17.49%,10.79%,1.79%,-3.12%,-0.87%,-0.39%,-28.98%,24.48%,42.29,-,15.05,-,
HKD,AMTD Digital Inc.,1.54B,59.21,Technology,Software - Application,Hong Kong,B+,C+,C-,C-,-,-,7.53,2.81,11.12,-,-,0.00%,20.50%,-,-,-,-,5.70%,-18.00%,-,-,4.80%,-87.56%,0.74,-,-,1.90%,50.80,50.80,0.00,0.00,-,-,-,-17.30%,-52.24%,-87.93%,-,-16.80%,5.29%,-1.32%,-21.82%,-89.51%,-99.67%,9.32%,40.88,-,8.32,-,
HL,Hecla Mining Company,3.02B,52.2,Basic Materials,Gold,USA,B+,D,C+,D+,45.40,-,4.20,1.55,28.81,-,0.45%,-,-206.70%,56.94%,14.50%,-,4.50%,-135.60%,5.20%,1.30%,0.00%,58.80%,-0.24%,2.08,-1.30%,-2.00%,-0.20%,1.50,1.00,0.26,0.27,16.20%,-1.70%,-5.30%,-12.27%,-4.24%,34.01%,-26.12%,-7.69%,4.01%,-4.08%,-10.34%,7.01%,-33.00%,50.51%,40.53,Feb 15/b,5.13,6.25,21.83235867446394
HLAL,Wahed FTSE USA Shariah ETF,-,61.63,Financial,Exchange Traded Fund,USA,A+,D+,D+,C+,-,-,-,-,-,-,1.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-1.99%,0.41%,2.26%,-4.29%,5.63%,1.11%,-1.16%,1.16%,1.77%,-12.51%,14.26%,48.79,-,37.19,-,
HLBZ,"Helbiz, Inc.",41.19M,60.95,Consumer Cyclical,Recreational Vehicles,USA,A,C,D+,C-,-,-,2.66,-,12.48,-,-,-,-306.30%,-,-,-,-,58.60%,-21.30%,8.40%,36.73%,3.40%,21.15%,0.12,-213.50%,314.40%,-164.70%,0.30,0.30,-,-,-,-,-,-39.09%,-35.97%,-74.83%,-94.84%,7.20%,13.70%,-8.22%,-20.62%,-70.39%,-96.18%,26.61%,43.23,-,0.14,-,
HLF,Herbalife Nutrition Ltd.,1.96B,72.91,Consumer Defensive,Packaged Foods,USA,A,B,C-,B-,5.67,-,0.38,-,3.86,10.00,-,0.00%,-21.80%,22.91%,7.80%,-0.50%,3.30%,49.50%,-10.40%,1.50%,-8.97%,-,-2.17%,7.04,11.60%,-23.40%,31.90%,1.40,0.80,-,-,77.40%,10.70%,6.20%,20.62%,15.25%,-16.68%,-42.83%,35.62%,4.65%,6.27%,15.74%,-1.80%,-44.36%,67.61%,59.74,Feb 14/a,20.18,24.33,20.564915758176404
HLGN,"Heliogen, Inc.",49.00M,66.34,Utilities,Utilities - Renewable,USA,A-,C,B-,C,-,-,3.43,0.33,0.31,-,-,-,86.40%,11.10%,-,-,-,6.30%,40.90%,3.90%,1.35%,51.00%,16.76%,1.25,-64.30%,-87.60%,-20.50%,3.50,3.50,0.00,0.00,-8.90%,-,-,-59.41%,-69.99%,-87.91%,-94.75%,-62.76%,17.77%,-27.60%,-50.01%,-84.88%,-96.14%,0.00%,30.41,-,0.26,1.32,407.6923076923077
HLI,"Houlihan Lokey, Inc.",6.30B,55.99,Financial,Capital Markets,USA,C+,C,C+,C,16.84,2.83,3.43,3.81,11.48,-,2.29%,49.40%,40.80%,20.27%,31.60%,8.70%,21.10%,-64.50%,-48.60%,0.12%,-31.78%,-,-0.91%,2.85,9.90%,17.80%,30.50%,-,-,0.00,0.00,-,19.00%,14.10%,-6.24%,-4.92%,19.74%,-4.98%,6.36%,2.20%,-3.49%,-2.29%,6.31%,-9.44%,24.97%,39.21,Jan 31/a,92.70,96.40,3.9913700107874894
HLIO,"Helios Technologies, Inc.",2.21B,63.8,Industrials,Specialty Industrial Machinery,USA,C+,B-,C-,B+,15.29,5.76,2.50,2.85,50.63,33.37,0.52%,11.90%,-6.30%,18.78%,20.60%,4.00%,20.90%,-25.30%,-10.00%,1.69%,0.00%,92.90%,-6.61%,2.13,6.90%,13.00%,9.20%,2.60,1.30,0.54,0.56,33.70%,15.50%,11.10%,1.58%,29.15%,26.48%,-3.92%,27.85%,2.89%,2.58%,9.51%,15.39%,-16.14%,44.19%,57.88,Feb 27/a,69.60,77.75,11.709770114942538
HLIT,Harmonic Inc.,1.44B,70.62,Technology,Communication Equipment,USA,B+,B-,C+,C+,12.92,2.66,2.30,4.25,16.05,-,-,0.00%,100.90%,49.55%,18.10%,19.40%,11.80%,-67.90%,5.50%,1.20%,-26.89%,97.07%,-8.77%,6.66,4.00%,9.30%,6.40%,1.10,0.70,0.03,0.40,50.60%,7.30%,4.50%,-9.76%,-3.57%,19.24%,49.19%,-1.15%,2.96%,-3.69%,-6.69%,5.67%,-18.04%,56.97%,42.67,Jan 30/a,12.95,19.17,48.03088803088805
HLLY,Holley Inc.,218.06M,68.08,Consumer Cyclical,Auto Parts,USA,A-,B-,C,C,9.75,0.29,0.31,0.55,13.14,-,-,0.00%,-182.60%,18.02%,-,11.20%,-,205.50%,-3.10%,1.00%,0.00%,90.20%,-1.54%,3.87,5.70%,19.60%,5.60%,3.40,1.00,1.52,1.53,39.40%,10.50%,9.90%,-42.11%,-31.96%,-65.68%,-85.53%,-6.60%,8.40%,-11.09%,-20.44%,-63.57%,-86.51%,5.31%,36.52,Mar 09/b,1.98,4.03,103.53535353535355
HLMN,Hillman Solutions Corp.,1.66B,54.13,Industrials,Tools & Accessories,USA,B,D+,C+,C-,20.61,-,1.12,1.48,53.48,33.67,-,-,70.30%,26.63%,-,-,-,-305.20%,1.80%,0.60%,-97.03%,-,0.38%,6.25,-0.60%,-1.40%,1.90%,2.90,0.70,0.76,0.77,43.00%,2.70%,-1.10%,-9.26%,5.25%,7.96%,-15.68%,22.33%,4.71%,-3.22%,0.99%,1.51%,-29.16%,33.74%,46.88,Feb 23/b,8.82,11.21,27.097505668934247
HLN,Haleon plc,34.93B,75.02,Healthcare,Drug Manufacturers - Specialty & Generic,United Kingdom,A,B,C-,B,-,-,1.38,1.34,-,-,1.48%,-,-,-,-,-,-,-62.50%,5.70%,6.41%,0.00%,6.70%,-,3.52,-,-,-,-,-,0.00,0.00,61.40%,-,-,-4.06%,8.95%,34.31%,-,-2.63%,1.43%,-2.78%,-2.18%,11.13%,-8.35%,39.36%,43.76,-,7.79,338.87,4250.064184852375
HLNE,Hamilton Lane Incorporated,4.16B,66.71,Financial,Asset Management,USA,D+,B-,B-,A-,21.21,2.00,8.04,7.27,27.71,24.32,2.06%,59.60%,41.90%,14.51%,162.50%,15.00%,15.40%,-77.60%,38.60%,3.50%,-0.01%,96.30%,-0.98%,8.86,7.50%,25.70%,19.90%,-,-,0.50,0.50,-,37.50%,18.60%,-1.41%,9.73%,11.66%,6.37%,21.32%,2.70%,-0.91%,4.59%,10.89%,-4.59%,38.86%,51.67,Feb 07/b,77.50,79.30,2.3225806451612865
HLT,Hilton Worldwide Holdings Inc.,38.92B,80.54,Consumer Cyclical,Lodging,USA,B,B,B+,B,22.28,0.72,4.44,-,32.19,24.95,0.41%,0.00%,210.50%,16.03%,25.10%,45.03%,1.50%,132.20%,33.10%,0.20%,-6.78%,98.60%,-2.79%,2.40,8.10%,-143.30%,21.20%,0.90,0.90,-,-,42.10%,23.90%,14.30%,0.83%,5.97%,16.21%,14.21%,16.68%,1.85%,0.17%,5.25%,11.96%,-12.23%,36.00%,56.03,Feb 09/b,147.44,148.18,0.5018990775908906
HLTH,Cue Health Inc.,327.01M,58.34,Healthcare,Health Information Services,USA,A,D+,C,D+,-,-,0.62,0.56,1.07,-,-,0.00%,278.90%,-15.40%,-,-,-,-438.20%,-68.90%,12.80%,-2.88%,55.20%,3.46%,9.77,-14.00%,-19.30%,21.80%,3.00,2.20,0.00,0.01,35.40%,-27.10%,-24.20%,-12.94%,-30.19%,-33.73%,-73.22%,7.25%,6.98%,-0.94%,-0.40%,-32.71%,-76.78%,36.20%,48.38,Mar 15/a,2.22,6.25,181.53153153153147
HLX,"Helix Energy Solutions Group, Inc.",1.24B,63.43,Energy,Oil & Gas Equipment & Services,USA,B,D,C,B+,15.97,-,1.42,0.85,6.66,70.62,-,-,-40.90%,121.25%,-30.90%,-,8.50%,110.40%,70.60%,0.80%,-7.93%,88.40%,-3.64%,4.16,-3.80%,-5.70%,-3.20%,1.50,1.50,0.15,0.17,5.80%,-5.10%,-10.10%,9.28%,37.22%,99.53%,71.31%,14.91%,4.59%,3.60%,8.70%,56.24%,-7.42%,243.32%,57.20,Feb 20/a,8.48,10.46,23.349056603773587
HMC,"Honda Motor Co., Ltd.",46.84B,70.12,Consumer Cyclical,Auto Manufacturers,Japan,A,C-,C,B,-,0.66,0.39,0.55,1.61,3.61,3.54%,29.19%,8.00%,-,3.70%,13.20%,0.80%,28.50%,20.30%,0.30%,0.00%,5.50%,3.50%,1.97,2.90%,6.40%,3.00%,1.50,1.10,0.39,0.69,20.00%,5.70%,4.30%,7.93%,11.60%,3.83%,-0.49%,16.14%,1.20%,3.48%,7.99%,8.57%,-9.04%,23.86%,65.60,Feb 10/b,26.55,30.62,15.329566854990585
HMN,Horace Mann Educators Corporation,1.46B,57.41,Financial,Insurance - Property & Casualty,USA,B,D+,C+,C,10.28,-,1.04,1.37,34.00,12.24,3.56%,-,-101.80%,65.06%,-15.30%,12.70%,3.30%,-146.70%,4.50%,0.20%,-16.11%,-,1.24%,3.32,0.00%,-0.20%,1.10%,-,-,0.46,0.46,-,0.50%,-0.20%,-0.03%,-3.80%,2.71%,-12.71%,-3.72%,2.44%,-2.06%,-1.94%,-2.58%,-15.58%,11.70%,43.92,Feb 07/a,35.98,39.00,8.39355197331852
HMNF,"HMN Financial, Inc.",98.49M,62.87,Financial,Banks - Regional,USA,A-,C+,D+,C,-,-,2.87,1.06,1.37,4.09,1.10%,5.60%,36.10%,-,17.80%,-,3.00%,-48.40%,2.40%,17.51%,0.00%,54.80%,0.16%,0.72,0.90%,9.50%,22.60%,-,-,0.00,0.00,-,87.40%,27.40%,-0.18%,-4.30%,-3.92%,-12.03%,2.11%,0.61%,-0.53%,0.20%,-3.69%,-16.03%,4.01%,48.47,-,21.79,-,
HMOP,Hartford Municipal Opportunities ETF,-,60.2,Financial,Exchange Traded Fund,USA,A+,D+,D+,C,-,-,-,-,-,-,2.31%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-2.39%,-0.61%,-0.24%,-6.54%,0.11%,0.32%,-0.81%,-1.25%,-0.43%,-6.49%,4.62%,36.10,-,37.60,-,
HMPT,Home Point Capital Inc.,238.61M,71.86,Financial,Mortgage Finance,USA,A+,C,C+,B-,-,-,0.38,0.41,1.83,-,8.51%,15.94%,-73.20%,71.80%,-,2.00%,-,-233.70%,-74.50%,1.43%,0.00%,94.00%,-0.07%,7.47,-2.20%,-14.70%,3.90%,1.10,1.10,2.83,3.14,69.00%,-3.90%,-16.90%,-8.74%,29.66%,-16.44%,-41.61%,37.23%,6.23%,4.27%,9.96%,-22.55%,-59.57%,89.90%,58.50,Mar 09/b,1.88,1.79,-4.787234042553185
HMST,"HomeStreet, Inc.",440.94M,71.55,Financial,Banks - Regional,USA,A-,B-,B-,C,7.85,0.97,1.45,0.80,7.70,1.88,5.92%,25.30%,57.50%,27.76%,18.50%,7.00%,3.10%,-17.00%,35.80%,2.30%,0.23%,90.60%,-3.54%,2.30,1.20%,15.40%,25.00%,-,-,0.30,0.41,-,81.90%,31.00%,-18.15%,-9.36%,-30.52%,-52.65%,-14.32%,3.16%,-10.09%,-13.88%,-24.66%,-54.89%,5.30%,27.57,Jan 27/a,23.63,28.75,21.667371984765136
HMY,Harmony Gold Mining Company Limited,1.74B,56.3,Basic Materials,Gold,South Africa,A,D,C,D+,-,-,0.74,0.06,245.41,-,1.35%,-,-120.80%,-,-33.10%,0.00%,17.20%,32.60%,-93.80%,15.10%,0.00%,36.00%,14.76%,2.40,-,-,-2.10%,1.50,-,0.00,0.00,12.20%,-,-,-12.39%,-13.66%,26.38%,-43.32%,-12.65%,3.18%,-6.91%,-14.78%,-6.64%,-46.00%,53.49%,36.85,-,2.97,2.30,-22.55892255892257
HNDL,Strategy Shares Nasdaq 7 Handl Index ETF,-,52.95,Financial,Exchange Traded Fund,USA,A+,D+,D+,D,-,-,-,-,-,-,7.51%,-,-,-,-,-,-,-,-,-,-,-,-,0.33,-,-,-,-,-,-,-,-,-,-,-4.40%,-3.13%,-5.72%,-16.67%,1.07%,1.10%,-1.70%,-2.23%,-3.88%,-18.63%,8.38%,39.72,-,19.79,-,
HNI,HNI Corporation,1.09B,63.43,Industrials,Business Equipment & Supplies,USA,B+,C+,B-,D+,13.15,0.91,0.46,1.80,56.28,-,4.77%,42.60%,115.80%,27.74%,24.00%,10.00%,1.70%,106.90%,-5.60%,0.30%,-8.95%,78.80%,-1.02%,6.22,8.20%,20.90%,16.20%,1.20,0.70,0.32,0.33,35.70%,6.60%,5.20%,-15.26%,-6.65%,-12.75%,-28.08%,-5.66%,3.46%,-14.23%,-12.00%,-15.27%,-32.17%,1.17%,27.87,Feb 23/b,26.82,34.00,26.771066368381803
HNNA,"Hennessy Advisors, Inc.",63.64M,54.37,Financial,Asset Management,USA,B+,C,D+,D+,-,-,2.33,0.72,1.11,19.89,6.65%,76.50%,-23.20%,-,-15.60%,-,-10.90%,-42.00%,-28.20%,41.40%,-0.43%,7.70%,-6.91%,15.59,3.80%,6.30%,6.50%,22.40,22.40,0.45,0.45,82.30%,31.50%,19.80%,-15.66%,-7.13%,-14.97%,-17.27%,-1.61%,2.78%,-8.27%,-8.92%,-11.85%,-24.86%,2.54%,32.97,Dec 07/a,8.27,-,
HNRG,Hallador Energy Company,254.39M,64.17,Energy,Thermal Coal,USA,A,C,C-,C+,3.45,-,0.92,1.42,36.34,-,-,-,39.60%,1305.30%,-18.00%,-,-2.50%,-81.40%,6.60%,1.50%,-66.69%,44.00%,-4.41%,3.83,-6.00%,-12.20%,1.40%,0.40,0.20,0.10,0.70,18.10%,-4.60%,-8.00%,-10.82%,-16.30%,18.77%,119.11%,-20.82%,6.19%,1.19%,-9.69%,8.33%,-31.63%,139.70%,47.55,-,7.91,9.00,13.780025284450062
HNST,"The Honest Company, Inc. Common Stock",256.99M,51.83,Consumer Defensive,Household & Personal Products,USA,A-,D+,C,D,-,-,0.82,1.68,6.30,-,-,-,-165.80%,36.40%,-,46.40%,-,-124.40%,2.30%,4.30%,-5.27%,56.60%,-4.81%,3.18,-14.30%,-22.30%,-20.60%,3.20,1.50,0.00,0.00,30.10%,-14.60%,-11.90%,-13.76%,0.00%,-25.40%,-45.56%,-6.31%,4.79%,-4.39%,-5.94%,-13.55%,-54.22%,11.02%,43.26,-,2.82,4.25,50.70921985815604
HNW,"Pioneer Diversified High Income Fund, Inc.",87.75M,56.11,Financial,Asset Management,USA,A-,D+,D+,C+,-,-,6.77,0.92,-,-,10.26%,30.40%,-,-,-,-,-,-,-6.10%,-,-,31.52%,-,0.05,-,-,-,-,-,-,-,-,-,-,-2.70%,0.74%,-7.16%,-19.33%,4.44%,0.92%,-0.61%,-0.33%,-2.63%,-19.88%,7.10%,46.61,-,10.53,-,
